SFPW_archive_dump_31May2024_LabID,Duplicates,Flags,FIELDID,Animal_ID,Stage_Class,Cruise,Platform,Shipper,Shipper_Organization,Shipped_Date,Received_Date,Collection_Method,Contact_ID,CONTACT_NAME,Organization_ID,Organization,Collector,Collector_Organization,Acknowledgement,Label,LAB,Species_ID,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,SubSpecies,Species_Determ_List,USE,Restrict_Description,Date_Collected,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,Repository_Numbers,SFPW_archive_dump_31May2024_Comments,SFPW_archive_dump_31May2024_Record_Creation_Date,SFPW_archive_dump_31May2024_Edit_User,SFPW_archive_dump_31May2024_Edit_Date,SFPW_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,dbo_vw_DNA_Storage_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,dbo_vw_DNA_Storage_Edit_User,dbo_vw_DNA_Storage_Edit_Date,dbo_vw_DNA_Storage_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
66863,,,DSJ060923.10,217074,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51804,66863,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,2,90358,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66863,,,DSJ060923.10,217074,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51804,66863,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,2,90358,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66863,,,DSJ060923.10,217074,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51804,66863,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,2,90358,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66864,,,DSJ060923.11,217075,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51805,66864,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,3,90359,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66864,,,DSJ060923.11,217075,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51805,66864,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,3,90359,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66864,,,DSJ060923.11,217075,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51805,66864,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,3,90359,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66864,,,DSJ060923.11,217075,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),7.616666,1,Minute,-91.783333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51974,66864,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,487,F,1,90359,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66867,,,DSJ060923.14,217078,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51808,66867,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,6,90362,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66867,,,DSJ060923.14,217078,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51808,66867,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,6,90362,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66867,,,DSJ060923.14,217078,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51808,66867,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,6,90362,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66868,,,DSJ060923.15,217079,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51809,66868,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,7,90363,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66868,,,DSJ060923.15,217079,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51809,66868,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,7,90363,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66869,,,DSJ060923.16,217080,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51810,66869,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,8,90364,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66869,,,DSJ060923.16,217080,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51810,66869,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,8,90364,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66869,,,DSJ060923.16,217080,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51810,66869,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,8,90364,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66870,,,DSJ060923.17,217081,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51811,66870,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,9,90365,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66870,,,DSJ060923.17,217081,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51811,66870,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,9,90365,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66870,,,DSJ060923.17,217081,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51811,66870,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,E,9,90365,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66871,,,DSJ060923.18,217082,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51812,66871,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,1,90366,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66871,,,DSJ060923.18,217082,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51812,66871,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,1,90366,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66871,,,DSJ060923.18,217082,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51812,66871,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,1,90366,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66872,,,DSJ060923.19,217083,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51813,66872,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,2,90367,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66872,,,DSJ060923.19,217083,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51813,66872,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,2,90367,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66872,,,DSJ060923.19,217083,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8,1,Minute,-91.883333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51813,66872,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,2,90367,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66899,,,DSJ061006.02,217110,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/06/2006,2006,10,6,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8.65,1,Minute,-94.483333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51835,66899,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,H,6,90394,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66899,,,DSJ061006.02,217110,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/06/2006,2006,10,6,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8.65,1,Minute,-94.483333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51835,66899,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,H,6,90394,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66899,,,DSJ061006.02,217110,,2006-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/06/2006,2006,10,6,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),8.65,1,Minute,-94.483333,1,Minute,1,North Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51835,66899,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,H,6,90394,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,339,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
67122,,,MAC060923.01,217333,,2006-STAR-MACII,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-2.766666,1,Minute,-96.85,1,Minute,4,South Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51872,67122,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,486,C,7,90617,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
67122,,,MAC060923.01,217333,,2006-STAR-MACII,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/23/2006,2006,9,23,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-2.766666,1,Minute,-96.85,1,Minute,4,South Pacific,U,,7/12/2007 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,51872,67122,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,486,C,7,90617,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
