LABID,Latitude,Longitude,Mitogenome.haplotype,CR.haplotype,Hawaii,Location,CONTACT_NAME,Restrict_Description,Date_Collected,KKMLocation,Ocean_Basin,category,Working?,Rank,DQuant,concentration,dna.comments,TQuant
30070,19.616666,-156.083333,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,9/29/02,HI,North Pacific,,,,4,,,3
30082,19.5,-156,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/1/02,HI,North Pacific,,,,4,,,3
30083,19.5,-156,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/1/02,HI,North Pacific,,,,4,,,3
30086,19.5,-156,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/1/02,HI,North Pacific,,,,4,265,,3
30455,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,370,,3
30456,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,417,,3
30457,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,403,,1
30458,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,460,,3
30459,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,433,,3
30460,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,258,,3
30461,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,,,3
30462,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,,,3
30463,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,353,,3
30464,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,,,3
30465,20.4,-156.633333,,J,MHI,KAHOOLAWE,JAY BARLOW,,10/28/02,HI,North Pacific,,,,4,,,3
30508,20.6,-156.966666,,J,MHI,LANAI,JAY BARLOW,,11/9/02,HI,North Pacific,,,,4,,,3
30511,20.6,-156.966666,,J,MHI,LANAI,JAY BARLOW,,11/9/02,HI,North Pacific,,,,"4,3",,", ",1
30518,22.45,-159.766666,NA,J,MHI,KAUAI,JAY BARLOW,,11/10/02,HI,North Pacific,,,,4,803,,3
30519,22.45,-159.766666,,J,MHI,KAUAI,JAY BARLOW,,11/10/02,HI,North Pacific,,,,4,,,3
30520,22.45,-159.766666,,J,MHI,KAUAI,JAY BARLOW,,11/10/02,HI,North Pacific,,,,4,,,3
30521,22.45,-159.766666,,J,MHI,KAUAI,JAY BARLOW,,11/10/02,HI,North Pacific,,,,4,,,2
30527,21.8,-160.733333,,J,MHI,NI'IHAU,JAY BARLOW,,11/24/02,HI,North Pacific,,,,4,,,3
30528,21.8,-160.733333,,J,MHI,NI'IHAU,JAY BARLOW,,11/24/02,HI,North Pacific,,,,4,,,3
30529,21.8,-160.733333,,C,MHI,NI'IHAU,JAY BARLOW,,11/24/02,HI,North Pacific,,,,2,,,3
30530,21.8,-160.733333,,J,MHI,NI'IHAU,JAY BARLOW,,11/24/02,HI,North Pacific,,,,4,,,3
30531,21.8,-160.733333,,J,MHI,NI'IHAU,JAY BARLOW,,11/24/02,HI,North Pacific,,,,4,,,3
33791,20.85,-157.15,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/16/03,HI,North Pacific,,,,"4,3","14, NA",", ",3
33795,20.833333,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/16/03,HI,North Pacific,,,,4,40,,3
33796,20.833333,-157.15,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/16/03,HI,North Pacific,,,,4,11,,3
33797,20.85,-157.15,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/16/03,HI,North Pacific,,,,4,9,,3
33806,20.716666,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,"4,3","10, NA",", ",3
33807,20.716666,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,4,4,,3
33808,20.716666,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,"4,3","7, NA",", ",3
33809,20.7,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,2,16,,3
33810,20.7,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,"4,3","10, NA",", ",3
33811,20.683333,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,4,7,,3
33812,20.716666,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,4,5,,3
33813,20.716666,-157.133333,NA,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,"4,3","13, NA",", ",3
33815,20.733333,-157.133333,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/17/03,HI,North Pacific,,,,4,8,,3
33860,21.55,-158.333333,NA,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/24/03,HI,North Pacific,,,,"4,3","10, 83.25",", ",3
33862,21.566666,-158.35,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/24/03,HI,North Pacific,,,,"4,3","9, 27.68",", ",3
33863,21.566666,-158.35,NA,NA,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/24/03,HI,North Pacific,,,,"4,2,2","14, NA, NA",", , ",3
33878,21.316666,-158.283333,NA,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/26/03,HI,North Pacific,,,,"4,3","15, 317.39",", ",3
33880,21.316666,-158.283333,NA,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/26/03,HI,North Pacific,,,,"4,3","3, 49.82",", ",3
33881,21.316666,-158.266666,NA,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/26/03,HI,North Pacific,,,,"4,3","53, 487.65",", ",3
33882,21.316666,-158.266666,NA,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/26/03,HI,North Pacific,,,,"4,3","10, 50.31",", ",3
33883,21.316666,-158.266666,NA,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/26/03,HI,North Pacific,,,,"4,3","40, 23.88",", ",3
33911,21.516666,-158.3,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/03,HI,North Pacific,,,,4,10,,3
33912,21.516666,-158.3,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/03,HI,North Pacific,,,,"4,3","21, NA",", ",3
33913,21.5,-158.283333,,K,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/03,HI,North Pacific,,,,4,28,,3
33914,21.533333,-158.316666,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/03,HI,North Pacific,,,,4,35,,3
33915,21.516666,-158.3,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/03,HI,North Pacific,,,,4,28,,3
33917,21.516666,-158.3,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/03,HI,North Pacific,,,,4,25,,3
33940,21.85,-159.95,NA,J,MHI,NI'IHAU,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/31/03,HI,North Pacific,,,,"4,3","13, 36.27",", ",3
33980,21.9,-159.766666,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,6/3/03,HI,North Pacific,,,,"2,4,2","NA, 14, 24.28",", , ",3
33984,21.916666,-159.8,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,6/3/03,HI,North Pacific,,,,"3,2","37, 39.71",", ",3
33985,21.916666,-159.8,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,6/3/03,HI,North Pacific,,,,"3,3","21, 45.55",", ",3
33990,21.916666,-159.766666,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,6/3/03,HI,North Pacific,,,,"3,2","16, 28.91",", ",3
33991,21.916666,-159.766666,,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,6/3/03,HI,North Pacific,,,,"2,3","12, 40.49",", ",3
51015,21.916666,-159.733333,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/13/05,HI,North Pacific,,,,2,,,2
51023,21.85,-159.633333,,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/16/05,HI,North Pacific,,,,3,,,2
51025,21.85,-159.65,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/16/05,HI,North Pacific,,,,"4,2","NA, 26.69",", ",3
51026,21.85,-159.65,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/16/05,HI,North Pacific,,,,2,,,2
51028,21.75,-159.5,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/19/05,HI,North Pacific,,,,"4,1",,", ",3
51030,21.75,-159.483333,NA,NA,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/19/05,HI,North Pacific,,,,"2,3",,", ",3
51031,21.933333,-159.833333,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/21/05,HI,North Pacific,,,,2,,,3
51032,21.933333,-159.833333,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/21/05,HI,North Pacific,,,,4,,,2
51033,21.933333,-159.833333,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/21/05,HI,North Pacific,,,,"1,3","NA, 28.79",", ",3
51064,21.9,-159.7,,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,11/4/05,HI,North Pacific,,,,3,,,1
55157,19.766666,-156.15,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/4/06,HI,North Pacific,,,,"3,3",,", ",3
55160,19.383333,-155.966666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/5/06,HI,North Pacific,,,,3,30.8,,3
55161,19.3,-155.933333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/5/06,HI,North Pacific,,,,"3,2,0,2","NA, NA, NA, 28.84",", , Accessioned in error, ",2
55165,19.45,-156.016666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/7/06,HI,North Pacific,,,,2,36.2,,2
55175,19.683333,-156.083333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/13/06,HI,North Pacific,,,,3,42.52,,2
55209,19.116666,-156,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/25/06,HI,North Pacific,,,,"3,3,3,3",,", , , ",0
55226,19.716666,-156.15,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/26/06,HI,North Pacific,,,,"3,3,3,3","NA, NA, NA, 25.25",", , , ",3
55227,19.716666,-156.15,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/26/06,HI,North Pacific,,,,3,,,3
55228,19.7,-156.15,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/26/06,HI,North Pacific,,,,2,,,3
55229,19.7,-156.15,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/26/06,HI,North Pacific,,,,"1,2",,", ",2
55230,19.683333,-156.15,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/26/06,HI,North Pacific,,,,"3,3,3",,", , ",2
55238,19.433333,-155.983333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/22/06,HI,North Pacific,,,,"3,2,3,2",,", , , ",3
55240,19.433333,-155.983333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/22/06,HI,North Pacific,,,,"3,2",,", ",3
55241,19.383333,-155.95,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/22/06,HI,North Pacific,,,,"3,4,2",,", , ",3
55242,19.383333,-155.95,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/22/06,HI,North Pacific,,,,"3,4,2",,", , ",3
55243,19.383333,-155.95,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/22/06,HI,North Pacific,,,,"4,2,2",,", , ",3
55244,19.333333,-155.916666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/22/06,HI,North Pacific,,,,1,21.99,,1
55248,19.65,-156.066666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/23/06,HI,North Pacific,,,,"4,4,2",,", , ",3
55254,19.666666,-156.1,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,3/25/06,HI,North Pacific,,,,1,11.92,,1
61916,19.516666,-156.016666,NA,NA,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,7/16/06,HI,North Pacific,,,,"3,2,3,2",,", , , ",3
61918,19.683333,-156.133333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,7/18/06,HI,North Pacific,,,,3,147.18,Tissue vial had the T_ID 78907 written on the vial - dif then DB,2
61924,19.266666,-155.933333,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,7/23/06,HI,North Pacific,,,,3,,,2
61936,19.433333,-156.083333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,7/25/06,HI,North Pacific,,,,"3,2","8.93, 43.73",", ",2
61939,19.433333,-156.066666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,7/25/06,HI,North Pacific,,,,2,26.61,,2
73899,19.25,-155.933333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/24/08,HI,North Pacific,,,,2,,,3
73901,20.116666,-156.066666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/25/08,HI,North Pacific,,,,3,57.4,,2
78810,19.216666,-155.916666,NA,J,MHI,Main Hawaiian Islands,ERIN OLESON,Donator requested that PI request permission to use in study,7/16/08,HI,North Pacific,,,,3,49.99,,3
78812,19.233333,-155.916666,NA,J,MHI,Main Hawaiian Islands,ERIN OLESON,Donator requested that PI request permission to use in study,7/16/08,HI,North Pacific,,,,3,10.7,,3
78815,19.233333,-155.883333,NA,J,MHI,Main Hawaiian Islands,ERIN OLESON,Donator requested that PI request permission to use in study,7/16/08,HI,North Pacific,,,,2,26.7,,3
79976,19.683333,-156.133333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/28/08,HI,North Pacific,,,,"0,1","NA, 17.42","Not found during inventory, Nov 2012 per NEB, ",3
79978,19.616666,-156.05,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/1/08,HI,North Pacific,,,,"4,2","7.11, 50.36",", ",3
79980,19.566666,-156.033333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/1/08,HI,North Pacific,,,,3,68.26,,3
80005,19.25,-156.083333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/29/09,HI,North Pacific,,,,"3,3","5.96, 43.07",", ",3
88591,19.5,-156.2,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/22/09,HI,North Pacific,,,,"3,1",,", ",3
88593,19.4,-156.033333,NA,NA,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/25/09,HI,North Pacific,,,,2,32.59,,1
94818,19.333333,-155.983333,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/21/10,HI,North Pacific,,,,1,30.52,,3
94820,19.333333,-155.966666,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/21/10,HI,North Pacific,,,,"3,1,3,2","NA, NA, NA, 19.51",", , , ",2
102487,21.25,-158.2,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/16/10,HI,North Pacific,,,,"3,3",,", ",3
102493,20.983333,-158.133333,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/19/10,HI,North Pacific,,,,3,,,2
102495,20.983333,-158.183333,,J,MHI,OAHU,ROBIN BAIRD,Donator requested that PI request permission to use in study,10/19/10,HI,North Pacific,,,,"3,0",,", Accessioned in error",0
112632,19.61637,-156.09267,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/11/12,HI,North Pacific,,,,1,,,1
112633,19.62104,-156.09984,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/11/12,HI,North Pacific,,,,2,29.36,,3
112634,19.62252,-156.1002,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/11/12,HI,North Pacific,,,,2,,,3
112635,19.71416,-156.0977,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/12/12,HI,North Pacific,,,,1,,,3
112636,19.72396,-156.10204,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/12/12,HI,North Pacific,,,,2,,,3
112637,19.6442,-156.08722,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/17/12,HI,North Pacific,,,,1,30.48,,3
112638,19.65574,-156.09169,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/17/12,HI,North Pacific,,,,1,,,1
112639,19.66092,-156.09692,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/17/12,HI,North Pacific,,,,2,,,3
112641,19.63952,-156.0835,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/17/12,HI,North Pacific,,,,2,,,3
112642,19.70301,-156.09,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/18/12,HI,North Pacific,,,,2,10.3,,3
112646,19.53066,-156.05864,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/20/12,HI,North Pacific,,,,2,34.76,,3
112647,19.26446,-155.98657,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/22/12,HI,North Pacific,,,,2,44.11,,3
112648,19.26495,-155.98683,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/22/12,HI,North Pacific,,,,2,49.43,,3
112649,19.59104,-156.07596,NA,NA,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/23/12,HI,North Pacific,,,,1,35.07,,3
112651,19.37518,-155.93036,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/30/12,HI,North Pacific,,,,"3,3,0,3,3",,", , Accessioned in error, , ",3
112654,19.39485,-155.93411,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/30/12,HI,North Pacific,,,,"3,3",,", ",3
112655,19.41901,-155.93748,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/30/12,HI,North Pacific,,,,"3,3,3,3,3","NA, NA, NA, 27.22, NA",", , , , ",3
112658,19.68759,-156.09906,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/16/12,HI,North Pacific,,,,2,72.07,,3
112661,19.71491,-156.10922,NA,NA,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/16/12,HI,North Pacific,,,,2,80.7,,3
112663,19.72881,-156.11512,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,8/16/12,HI,North Pacific,,,,3,100.93,,3
113642,20.5023,-157.02557,NA,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/7/12,HI,North Pacific,,,,2,,,3
113643,20.57597,-157.03028,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/7/12,HI,North Pacific,,,,3,,,3
113647,20.83229,-157.13338,NA,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/9/12,HI,North Pacific,,,,2,,,3
113648,20.83648,-157.14003,,J,MHI,LANAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/9/12,HI,North Pacific,,,,3,,,3
114353,19.58749,-156.07715,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/8/08,HI,North Pacific,,,,"3,3,3",,", , ",3
114355,19.74095,-156.15067,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/14/08,HI,North Pacific,,,,"2,3,2","NA, NA, 58.78",", , ",3
114356,19.74306,-156.15399,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/14/08,HI,North Pacific,,,,"3,3",,", ",3
114564,22.25834,-159.74448,NA,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,2/8/13,HI,North Pacific,,,,2,,,3
114805,19.63181,-156.08157,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/15/13,HI,North Pacific,,,,"3,3","NA, 31.41",", ",3
114806,19.63673,-156.0842,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/15/13,HI,North Pacific,,,,"3,1,3","NA, NA, 22.22",", , ",3
114807,19.66301,-156.06461,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/15/13,HI,North Pacific,,,,2,80.19,,3
114808,19.56679,-156.03244,NA,NA,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/15/13,HI,North Pacific,,,,2,131.94,,3
114809,19.56811,-156.03191,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/15/13,HI,North Pacific,,,,"3,3","5.6, 146.05",", ",3
114813,19.64723,-156.05351,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/22/13,HI,North Pacific,,,,2,21.57,,3
114815,19.51197,-156.01724,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/23/13,HI,North Pacific,,,,3,112.37,,3
114816,19.51876,-156.02425,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/23/13,HI,North Pacific,,,,3,185.99,,3
114817,19.52009,-156.02519,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/23/13,HI,North Pacific,,,,3,130.47,,3
114818,19.30751,-155.93939,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/23/13,HI,North Pacific,,,,3,103.58,,3
114819,19.30297,-155.94437,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/23/13,HI,North Pacific,,,,2,98.94,,3
114820,19.42601,-156.02052,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/25/13,HI,North Pacific,,,,2,,,3
114821,19.55028,-156.55028,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/27/13,HI,North Pacific,,,,"3,2",,", ",2
114822,19.45735,-156.00299,NA,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/13,HI,North Pacific,,,,2,96.82,,3
114823,19.47389,-156.00401,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,5/28/13,HI,North Pacific,,,,3,211.44,,3
123263,19.7,-156.15,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,12/17/10,HI,North Pacific,,,,"3,3","6.24, 22.26",", ",3
123339,19.783333,-159.7,,J,MHI,BIG ISLAND,JAY BARLOW,,10/1/10,HI,North Pacific,,,,"2,3,3",,", , ",3
123340,19.783333,-159.7,NA,J,MHI,BIG ISLAND,JAY BARLOW,,10/1/10,HI,North Pacific,,,,"4,3,3",,", , ",3
123341,19.783333,-159.7,,J,MHI,BIG ISLAND,JAY BARLOW,,10/1/10,HI,North Pacific,,,,"3,0",,", Accessioned in error",1
123342,20.683333,-159.566666,NA,J,MHI,LANAI,JAY BARLOW,,10/2/10,HI,North Pacific,,,,"1,3,3",,", , ",3
124781,22.35,-159.366666,,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,2/18/11,HI,North Pacific,,,,"2,3",,", ",3
124782,22.35,-159.366666,,J,MHI,KAUAI,ROBIN BAIRD,Donator requested that PI request permission to use in study,2/18/11,HI,North Pacific,,,,3,,,2
156865,19.5249,-156.34032,,J,MHI,BIG ISLAND,ROBIN BAIRD,Donator requested that PI request permission to use in study,4/26/15,HI,North Pacific,,,,3,,,3
173995,21,-157.666666,,D,MHI,"Lanai, Shipwreck Beach",KRISTI WEST,Donator requested that PI request permission to use in study,2/27/13,HI,North Pacific,,,,3,,,3
30436,24.983333,-171.85,mtGen01,J,NWHI,NWHI,JAY BARLOW,,10/17/02,NWHI,North Pacific,Pac4,,,3,,,3
30439,24.116666,-168.516666,mtGen01,J,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,Pac4,,,1,435,,3
123369,23.2,-162.466666,mtGen05,J,NWHI,Papahanaumokuakea Marine National Monument,JAY BARLOW,,10/21/10,NWHI,North Pacific,Pac6,,,"0,1","NA, 18.36","Used up per KMR 2/17/2012, ",3
30437,24.116666,-168.516666,,J,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,4,,,3
30438,24.116666,-168.516666,,J,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,4,,,3
30440,24.116666,-168.516666,,12,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,3,500,,3
30441,24.116666,-168.516666,,J,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,4,478,,3
