Steno_archive_dump_4June2024_LabID,Steno_DID_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Steno_DID_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Steno_DID_Edit_User,Steno_DID_Edit_Date,Steno_DID_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
34061,5131,34061,-9,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",4,64,D,1,,N,Genomic DNA,0,None left,N,,,,,,,,11/5/05,Gabriela Serra-Valente,,Alaina Harmon,3/5/24,6/28/12,2385,5131,,,,11,,,,,,Dan Prosperi,5/19/14,5/19/14
34061,62460,34061,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,3,35854,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34061,62460,34061,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,3,35854,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34062,5130,34062,-9,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",4,64,C,9,,N,Genomic DNA,0,None left,N,,,,,,,,11/5/05,Gabriela Serra-Valente,,Alaina Harmon,3/5/24,6/28/12,2384,5130,,,,17,,,,,,Dan Prosperi,5/19/14,5/19/14
34062,62461,34062,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,4,35855,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34062,62461,34062,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,4,35855,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34063,5109,34063,-9,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",4,64,A,6,,N,Genomic DNA,0,None left,N,,,,,,,,11/5/05,Gabriela Serra-Valente,,Alaina Harmon,3/5/24,6/28/12,2368,5109,,,,18,,,,,,Dan Prosperi,5/19/14,5/19/14
34063,62462,34063,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,5,35856,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34063,62462,34063,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,5,35856,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34064,5129,34064,-9,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",4,64,C,8,,N,Genomic DNA,0,None left,N,,,,,,,,11/5/05,Gabriela Serra-Valente,,Alaina Harmon,3/5/24,6/28/12,2383,5129,,,,22,,,,,,Dan Prosperi,5/19/14,5/19/14
34064,62463,34064,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,6,35857,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
34064,62463,34064,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,6,35857,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
35858,53060,35858,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38067,53061,38067,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38068,53062,38068,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38080,53063,38080,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38136,53064,38136,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38137,53065,38137,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38138,53066,38138,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38180,53326,38180,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,C,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
38181,53067,38181,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,A,9,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38201,53327,38201,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,C,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
38282,5108,38282,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",4,64,A,5,,Y,Genomic DNA,4,>50ul,N,,,,,,,,11/5/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,2367,5108,,,,320,,,,,,Dan Prosperi,5/19/14,5/19/14
38282,53068,38282,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38283,53069,38283,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38284,53070,38284,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
38289,53071,38289,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45907,53072,45907,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45908,53073,45908,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45910,53074,45910,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45923,53075,45923,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45936,53076,45936,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,B,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45950,53077,45950,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45951,53078,45951,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45952,53079,45952,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45953,53080,45953,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45954,53081,45954,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45961,53082,45961,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45967,53083,45967,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45969,53084,45969,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45972,53085,45972,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,C,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45984,53086,45984,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45987,53337,45987,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,9,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
45988,53087,45988,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45989,53088,45989,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45990,53089,45990,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
48059,53331,48059,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
48059,79397,48059,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,4,51542,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28148,79397,3/18/14,Louella Dolar,Nanodrop Spectrophotometry,31.13,1.75,0.34,,,,Dan Prosperi,5/23/14,5/19/14
48059,79397,48059,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,4,51542,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28291,79397,3/21/14,Kelly Robertson,Tecan Fluorometry,8.45,,,,,,Dan Prosperi,5/23/14,5/23/14
48070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48138,53090,48138,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
48139,53091,48139,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
48139,79398,48139,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,5,51621,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28149,79398,3/18/14,Louella Dolar,Nanodrop Spectrophotometry,289.38,1.81,1.42,,,,Dan Prosperi,5/23/14,5/19/14
48139,79398,48139,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,5,51621,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28292,79398,3/21/14,Kelly Robertson,Tecan Fluorometry,124.16,,,,,,Dan Prosperi,5/23/14,5/23/14
49031,30906,49031,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,6,,N,Genomic DNA,0,None left,N,,,Sample used up for SR251.,,,,,,,,Gabriela Serra-Valente,12/10/12,6/28/12,,,,,,,,,,,,,,
49031,53092,49031,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
49032,30907,49032,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,7,,N,Genomic DNA,0,None left,N,,,Sample used up for SR251.,,,,,,,,Gabriela Serra-Valente,12/10/12,6/28/12,,,,,,,,,,,,,,
49032,53093,49032,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51048,53094,51048,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,D,9,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51049,53095,51049,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51050,53096,51050,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51051,53097,51051,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51052,53098,51052,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51053,53099,51053,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51054,53100,51054,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51055,53101,51055,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51056,53102,51056,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51057,53103,51057,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,E,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51058,53104,51058,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51059,53105,51059,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51065,53106,51065,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51094,53107,51094,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51095,53108,51095,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51096,53109,51096,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51097,53110,51097,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51098,53111,51098,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51099,53112,51099,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,F,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51100,53113,51100,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51101,53114,51101,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51102,53115,51102,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51103,53116,51103,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51104,53117,51104,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51105,53118,51105,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51106,53119,51106,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51107,53120,51107,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51108,53121,51108,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,G,9,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51109,53122,51109,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,H,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51110,53123,51110,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,H,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51110,79399,51110,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,6,56007,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28150,79399,3/18/14,Louella Dolar,Nanodrop Spectrophotometry,192.99,1.93,1.43,,,,Dan Prosperi,5/23/14,5/19/14
51110,79399,51110,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,6,56007,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28293,79399,3/21/14,Kelly Robertson,Tecan Fluorometry,104.9,,,,,,Dan Prosperi,5/23/14,5/23/14
51111,53124,51111,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,H,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51111,103580,51111,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1027,F,9,56008,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,2001,Kelly Robertson,8/1/18,,,,8/15/18,Alaina Harmon,2/9/22,8/15/18,,,,,,,,,,,,,,
