SFPW_archive_dump_31May2024_LabID,Duplicates,Flags,FIELDID,Animal_ID,Stage_Class,Cruise,Platform,Shipper,Shipper_Organization,Shipped_Date,Received_Date,Collection_Method,Contact_ID,CONTACT_NAME,Organization_ID,Organization,Collector,Collector_Organization,Acknowledgement,Label,LAB,Species_ID,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,SubSpecies,Species_Determ_List,USE,Restrict_Description,Date_Collected,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,Repository_Numbers,SFPW_archive_dump_31May2024_Comments,Record_Creation_Date,SFPW_archive_dump_31May2024_Edit_User,Edit_Date,T_ID,dbo_vw_Tissue_Vial_LabID,Vial_Num,Tissue_Type,Preservative,TQuant,TQuant_Description,TLeft,BQuant,Tissue_Location,Container_Type_Name,Vial_Type_Name,Container_Num,Rack,Box,Container_Row,Container_Column,CellStatus,CheckedOut,Checked_Out_By,Checked_Out_For,dbo_vw_Tissue_Vial_Comments,Accession_Date,EditDate,dbo_vw_Tissue_Vial_Edit_User,RecordCreationDate
37897,,,MAC031207.02,203173,,2003-STAR-MACII,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/07/2003,2003,12,7,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),25.583333,1,Minute,-119.266666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,39513,37897,1,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,2,37,C,3,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
37897,,,MAC031207.02,203173,,2003-STAR-MACII,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/07/2003,2003,12,7,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),25.583333,1,Minute,-119.266666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,39514,37897,2,Skin & Blubber,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,2,-80 Upright Freezer F4,CryoBox,2 ml,,2,37,C,4,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
37897,,,MAC031207.02,203173,,2003-STAR-MACII,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/07/2003,2003,12,7,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),25.583333,1,Minute,-119.266666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,39515,37897,3,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,F,8,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
37907,,,DSJ030802.01,203183,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/02/2003,2003,8,2,,,,,,MEXICO,27.616666,1,Minute,-115.166666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,39539,37907,1,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,2,37,E,1,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
37907,,,DSJ030802.01,203183,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/02/2003,2003,8,2,,,,,,MEXICO,27.616666,1,Minute,-115.166666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,39540,37907,2,Skin,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,0,-80 Upright Freezer F4,CryoBox,2 ml,,2,37,E,2,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
37907,,,DSJ030802.01,203183,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/02/2003,2003,8,2,,,,,,MEXICO,27.616666,1,Minute,-115.166666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,39541,37907,3,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,F,9,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
37908,,,DSJ030802.02,203184,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/02/2003,2003,8,2,,,,,,MEXICO,27.616666,1,Minute,-115.166666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,A-1 S(DMSO).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,39542,37908,1,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,F,9,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38311,,,DSJ031205.01,203587,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40688,38311,1,Skin,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,0,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,D,9,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38311,,,DSJ031205.01,203587,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40689,38311,2,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,G,5,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38312,,,DSJ031205.02,203588,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40690,38312,1,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,E,1,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38312,,,DSJ031205.02,203588,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40691,38312,2,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,E,2,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38312,,,DSJ031205.02,203588,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40692,38312,3,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38313,,,DSJ031205.03,203589,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40693,38313,1,Skin,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,0,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,E,3,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38313,,,DSJ031205.03,203589,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40694,38313,2,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,E,4,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38313,,,DSJ031205.03,203589,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),22.8,1,Minute,-116.616666,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40695,38313,3,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38314,,,DSJ031205.04,203590,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),23.016666,1,Minute,-116.5,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40696,38314,1,Skin & Blubber,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,E,5,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38314,,,DSJ031205.04,203590,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),23.016666,1,Minute,-116.5,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40697,38314,2,Skin & Blubber,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,3,47,E,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
38314,,,DSJ031205.04,203590,,2003-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,12/05/2003,2003,12,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),23.016666,1,Minute,-116.5,1,Minute,1,North Pacific,U,,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/12,dan.prosperi,4/10/24,40698,38314,3,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,337,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
39091,,CAGN,GJG0008,203839,,,,,,,,BYCATCH,385,Kerri Danil,459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/03/2003,2003,10,3,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,33.8,1,Minute,-121.45,1,Minute,1,North Pacific,F,Field determination: external exam only; live animal or carcass was examined but not dissected.,3/25/2004 0:00:00,,"SPECIES ID:MACMATCH, 100%, LOAN 160",5/31/12,dan.prosperi,6/17/22,41480,39091,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,2,-20 Walk In Freezer,Flat,20 ml plastic,156,,,I,8,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
45894,,,12804GM1Deakos,208169,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,01/28/2004,2004,1,28,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,,,,,,,1,North Pacific,U,,4/27/2005 0:00:00,,,5/31/12,dan.prosperi,6/10/22,49336,45894,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,176,,,F,4,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
45909,,,RWB030205.01,208184,,,,,,,,NON-INVASIVE SAMPLING,673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,02/03/2005,2005,2,3,,,,,HAWAII,UNITED STATES OF AMERICA,19.516666,1,Minute,-156.016666,1,Minute,1,North Pacific,U,,4/27/2005 0:00:00,,SKIN ON TAG GOO.  SLOUGHED,5/31/12,dan.prosperi,6/10/22,49351,45909,1,Skin,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,0,-80 Upright Freezer F4,CryoBox,2 ml,,4,71,H,2,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
45920,,,RWB051204.01,208195,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,12/05/2004,2004,12,5,,,,,HAWAII,UNITED STATES OF AMERICA,19.566666,1,Minute,-156.016666,1,Minute,1,North Pacific,U,,4/27/2005 0:00:00,,,5/31/12,dan.prosperi,6/10/22,49362,45920,1,Skin & Blubber,Frozen; no preservative,2,Enough tissue for 2 extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,4,72,A,4,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
45933,,,RWB140904.01,208208,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,09/14/2004,2004,9,14,,,,,HAWAII,UNITED STATES OF AMERICA,19.733333,1,Minute,-156.1,1,Minute,1,North Pacific,U,,4/27/2005 0:00:00,,,5/31/12,dan.prosperi,6/10/22,49375,45933,1,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,4,72,B,8,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
45934,,,RWB140904.02,208209,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,09/14/2004,2004,9,14,,,,,HAWAII,UNITED STATES OF AMERICA,19.766666,1,Minute,-156.1,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,4/27/2005 0:00:00,,,5/31/12,dan.prosperi,6/10/22,49376,45934,1,Skin & Blubber,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,1,-80 Upright Freezer F4,CryoBox,2 ml,,4,72,B,9,1,N,,,Sample accidentally left out on lab bench at room temp. overnight by Amy VanCise on 8/20/2013.,3/3/08,2/25/20,Dan Prosperi,3/3/08
45955,,,RWB211104.03,208230,,,,,,,,NON-INVASIVE SAMPLING,673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,11/21/2004,2004,11,21,,,,,HAWAII,UNITED STATES OF AMERICA,19.433333,1,Minute,-156,1,Minute,1,North Pacific,U,,4/27/2005 0:00:00,,SKIN ON TAG GOO.  SLOUGHED,5/31/12,dan.prosperi,6/10/22,49397,45955,1,Skin,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,0,-80 Upright Freezer F4,CryoBox,2 ml,,4,72,E,3,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
45956,,,RWB220105.01,208231,,,,,,,,NON-INVASIVE SAMPLING,673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,01/22/2005,2005,1,22,,,,,HAWAII,UNITED STATES OF AMERICA,19.55,1,Minute,-156.05,1,Minute,1,North Pacific,U,,4/27/2005 0:00:00,,SKIN ON TAG GOO.  SLOUGHED,5/31/12,dan.prosperi,6/10/22,49398,45956,1,Skin,Frozen; no preservative,3,Enough tissue for 3 or more extractions,Y,0,-80 Upright Freezer F4,CryoBox,2 ml,,4,72,E,4,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
48061,,,NEPST170,209348,,,,,,,,STRANDING,419,ANTONIO MIGNUCCI-GIANNONI,307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,KMR,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,11/09/1993,1993,11,9,,,,,,,17.95,1,Minute,-67.183333,1,Minute,2,North Atlantic,M,Field determination: gonads were examined; carcass was examined and dissected.,8/18/2005 0:00:00,,,5/31/12,dan.prosperi,6/23/22,51544,48061,1,Skin,Ethanol,2,Enough tissue for 2 extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,181,,,D,4,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
48065,,,NEPST291,209352,,,,,,,,STRANDING,419,ANTONIO MIGNUCCI-GIANNONI,307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,KMR,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/26/1994,1994,5,26,SANTA ISABEL,,,,,PUERTO RICO,17.95,1,Minute,-66.45,1,Minute,2,North Atlantic,M,Field determination: gonads were examined; carcass was examined and dissected.,8/18/2005 0:00:00,,,5/31/12,dan.prosperi,6/23/22,51548,48065,1,Skin & Blubber,Ethanol,3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,181,,,D,5,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
48067,,,NEPST320,209354,,,,,,,,STRANDING,419,ANTONIO MIGNUCCI-GIANNONI,307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,KMR,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,09/01/1998,1998,9,1,,,,,,,18.15,1,Minute,-67.166666,1,Minute,2,North Atlantic,M,Field determination: gonads were examined; carcass was examined and dissected.,8/18/2005 0:00:00,,,5/31/12,dan.prosperi,6/23/22,51550,48067,1,"Teeth, bone, baleen, feces, or hair","Skin, bone, or other tissue stored without preservative",3,Enough tissue for 3 or more extractions,Y,0,Ancient DNA Lab,Cardboard Box,2 ml,6,,,,,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
48080,,,NEPST481,209367,,,,,,,,STRANDING,419,ANTONIO MIGNUCCI-GIANNONI,307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,KMR,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,09/27/2001,2001,9,27,ISABELA,,,,,PUERTO RICO,18.516666,1,Minute,-67.033333,1,Minute,2,North Atlantic,M,Field determination: gonads were examined; carcass was examined and dissected.,8/18/2005 0:00:00,,,5/31/12,dan.prosperi,6/23/22,51563,48080,1,Skin & Blubber,Ethanol,3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,181,,,D,8,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
