Pele_archive_dump_3June2024_LabID,Pele_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Pele_DIDs_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Pele_DIDs_Edit_User,Pele_DIDs_Edit_Date,Pele_DIDs_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
50894,50490,50894,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
52709,57179,52709,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,664,H,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,445,Louella Dolar,9/27/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
52709,57796,52709,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,B,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
52710,50491,52710,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013.,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,10622,50491,3/21/14,Kelly Robertson,Victor Fluorometry,0,,,,,,Dan Prosperi,5/23/14,5/19/14
52710,74032,52710,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,H,9,57682,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
55256,58060,55256,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55257,57797,55257,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,1,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55258,50492,55258,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
55258,74033,55258,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,1,64564,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
55259,57798,55259,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,2,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55260,50493,55260,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
55261,58074,55261,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,518,Louella Dolar,12/7/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55262,57799,55262,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55262,65094,55262,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,4,64568,Y,Genomic DNA,4,>50ul,N,,,,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55262,74034,55262,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,2,64568,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
55263,58061,55263,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,516,Louella Dolar,11/30/10,Contaminated: ?,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55263,74035,55263,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,3,64569,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
55267,57800,55267,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55268,50494,55268,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
55269,57801,55269,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55270,58062,55270,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
55271,58063,55271,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
56745,50495,56745,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,2,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
56751,50496,56751,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,3,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
64632,57802,64632,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
64632,74036,64632,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,4,82383,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
64633,57803,64633,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,7,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
64634,50497,64634,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
64640,50498,64640,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,5,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
64641,57804,64641,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
70974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73887,58064,73887,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,516,Louella Dolar,11/30/10,Contaminated: ?,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
73887,65095,73887,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,5,100559,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,713,Louella Dolar,2/27/12,"P ele & Z cav for BLH; F att, P cra for KMR",,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
73888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73889,50499,73889,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
73889,74037,73889,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,5,100561,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
73890,57805,73890,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,C,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
73891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73892,50500,73892,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
74881,49765,74881,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,1,101592,Y,Genomic DNA,1,<=10ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74882,49766,74882,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,2,101593,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74883,49767,74883,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,3,101594,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74884,49768,74884,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,4,101595,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61955,49768,11/17/18,Kelly Robertson,Victor Fluorometry,13.2,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
74884,74038,74884,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,6,101595,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,62001,74038,11/17/18,Kelly Robertson,Victor Fluorometry,119.63,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
74885,47515,74885,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",15,292,B,2,,Y,Genomic DNA,4,>50ul,N,,,"#1,used in expt.-(extracted using new ATL).",,,,,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74885,47516,74885,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",15,292,B,3,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,"#2,used in expt.-(extracted using 100ul DXL +180ul PBS).",,,,,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74885,47517,74885,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",15,292,B,4,,Y,Genomic DNA,4,>50ul,N,,,"#3,used in expt.-(extracted using DXT).",,,,,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74885,49769,74885,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,5,101596,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74886,49770,74886,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,6,101597,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74887,49771,74887,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,7,101598,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74888,49772,74888,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,8,101599,Y,Genomic DNA,1,<=10ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61956,49772,11/17/18,Kelly Robertson,Victor Fluorometry,23.23,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
74889,49773,74889,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,379,I,9,101600,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74890,49774,74890,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,1,101601,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61957,49774,11/17/18,Kelly Robertson,Victor Fluorometry,7.98,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
74890,105432,74890,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1035,M,13,101601,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2044,Kelly Robertson,11/26/18,,,,11/27/18,Alaina Harmon,2/9/22,11/27/18,58006,105432,11/27/18,Kelly Robertson,Victor Fluorometry,19.8,,,,,,Gabriela Serra-Valente,11/29/18,11/29/18
74895,49775,74895,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,2,101606,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74896,49776,74896,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,3,101607,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74897,49777,74897,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,4,101608,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74898,49778,74898,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,5,101609,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74899,49779,74899,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,6,101610,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74902,49780,74902,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,7,101613,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74902,74039,74902,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,7,101613,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
74903,49781,74903,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,A,8,101614,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74903,74040,74903,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,8,101614,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
74904,49782,74904,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,B,9,101615,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74905,49364,74905,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,374,H,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74905,49783,74905,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,B,1,101616,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74906,49365,74906,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,374,H,7,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74906,49366,74906,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,374,H,8,,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74906,49784,74906,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",19,380,B,2,101617,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,305,Jake Minich,10/27/09,entered by JJM,,,,Nicky Beaulieu,7/16/13,6/28/12,,,,,,,,,,,,,,
74906,74041,74906,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,I,9,101617,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
75650,50501,75650,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
75650,74042,75650,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,1,102371,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
78819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78821,50502,78821,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,I,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
78822,50503,78822,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,469,A,1,,Y,Genomic DNA,1,<=10ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,,,,,,,,,,,,,,
79842,50504,79842,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,469,A,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79842,74043,79842,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,2,107520,Y,Genomic DNA,1,<=10ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,62002,74043,11/17/18,Kelly Robertson,Victor Fluorometry,21.72,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
79843,50505,79843,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,469,A,3,,N,Genomic DNA,0,None left,N,,,Tossed per KMR 12/10/2013,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92209,52619,92209,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,C,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92210,52620,92210,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,C,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92211,52621,92211,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,C,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92212,52622,92212,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,C,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92213,52623,92213,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,D,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92214,52624,92214,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,D,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92215,52625,92215,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,495,D,3,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92230,58065,92230,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,516,Louella Dolar,11/30/10,Contaminated: ?,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92232,58066,92232,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92232,65097,92232,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,7,122525,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,713,Louella Dolar,2/27/12,"P ele & Z cav for BLH; F att, P cra for KMR",,,,Alaina Harmon,2/2/22,6/28/12,61984,65097,11/17/18,Kelly Robertson,Victor Fluorometry,68.13,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
92233,58067,92233,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,1,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92234,57806,92234,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,1,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92235,57807,92235,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,61974,57807,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
92235,105455,92235,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1036,B,10,122528,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2044,Kelly Robertson,11/26/18,,,,11/27/18,Alaina Harmon,2/9/22,11/27/18,58015,105455,11/27/18,Kelly Robertson,Victor Fluorometry,51.46,,,,,,Gabriela Serra-Valente,11/29/18,11/29/18
92236,58068,92236,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92250,57808,92250,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
